Company_Name,Rating,Review_Count,Industry,Headquarters
CitiusTech,3.0,2.2k,IT Services & Consulting,Mumbai
"Maruti Suzuki India Limited, Hansalpur",4.3,2.2k,Automobile,Ahmedabad
Provana,4.1,2.2k,BPO,Noida
EPAM Systems,3.7,2.2k,IT Services & Consulting,Hyderabad
SGS,3.7,2.2k,Engineering & Construction,Mumbai
Pfizer,3.9,2.2k,Pharma,Visakhapatnam
IndusInd General Insurance,3.6,2.1k,Insurance,Mumbai
Biological E,4.3,2.2k,Pharma,Hyderabad
Morgan Stanley,3.5,2.1k,Financial Services,Mumbai
Reliance Trends,4.1,2.1k,Retail,Bengaluru
ITC Hotels,4.0,2.1k,Hospitality,Bengaluru
K12 Techno Services,3.7,2.1k,EdTech,Bengaluru
Delphi TVS,3.8,2.1k,Auto Components,Chennai
Raymond Lifestyle Limited,4.1,2.1k,Fashion & Textile,Mumbai
Huawei Technologies,4.1,2.1k,Telecom,Bengaluru
Simplex Infrastructures,3.3,2.1k,Engineering & Construction,Kolkata
Aditya Birla Health Insurance Co,3.7,2.1k,Insurance,Mumbai
Narayana Health,4.0,2.1k,Healthcare,Bengaluru
Shadowfax Technologies,3.5,2.1k,Logistics,Bengaluru
YASH Technologies,3.6,2.1k,IT Services & Consulting,Hyderabad
Trent,3.8,2.1k,Retail,Mumbai
Ola Cabs,3.2,2.1k,Internet,Bengaluru
Haier Appliances India,3.9,2.1k,Consumer Electronics & Appliances,Pune
Extramarks Education,3.2,2.1k,EdTech,Noida
IDBI Bank,3.3,2.1k,Banking,Mumbai
TELUS Digital,3.5,2.1k,IT Services & Consulting,Noida
Novartis,4.1,2.1k,Pharma,Hyderabad
Motherson Automotive Technologies and Engineering,3.7,2k,Auto Components,Chennai
Hinduja Leyland Finance,4.3,2k,NBFC,Chennai
Aye Finance,4.1,2k,NBFC,Gurugram
R.R. Donnelley,3.6,2k,Marketing & Advertising,Chennai
Tekwissen,4.9,2k,IT Services & Consulting,Visakhapatnam
AECOM,4.1,2k,Engineering & Construction,Gurugram
Schindler,3.9,2k,Industrial Machinery,Pune
Senco Gold,4.4,2k,Jewellery,Kolkata
Trident Group,3.4,2k,Hospitality,Barnala
Globiva,3.0,2k,BPO,Gurugram
Honeywell Automation,3.8,2k,Industrial Automation,Pune
Microland,3.5,2k,IT Services & Consulting,Bengaluru
V-Guard,4.3,2k,Consumer Electronics & Appliances,Kochi
L&T Energy Hydrocarbon,3.8,2k,Engineering & Construction,Vadodara
CMS Infosystems,3.5,2k,Software Product,Mumbai
SAP,4.1,2k,Software Product,Bengaluru
HSBC Electronic Data Processing,4.0,2k,IT Services & Consulting,Bengaluru
Paisabazaar.com,3.4,2k,Internet,Gurugram
Godrej Properties,3.6,2k,Real Estate,Mumbai
Crisil,3.5,2k,Analytics & KPO,Mumbai
Uflex,3.9,2k,Packaging,Noida
Spinny,3.6,2k,Internet,Gurugram
Orchids International School,4.0,2k,Education & Training,Bengaluru
Ninjacart,3.8,2k,Internet,Bengaluru
Aadhar Housing Finance,4.0,2k,NBFC,Mumbai
Dr Lal PathLabs,4.2,2k,Healthcare,New Delhi
Adecco Group,3.9,2k,Recruitment,Bengaluru
HTC Global Services,3.3,2k,IT Services & Consulting,Chennai
CNH (Case New Holland),3.7,2k,Industrial Machinery,Gurugram
CSB Bank,3.2,2k,Banking,Mumbai
Gabriel India Limited,4.0,2k,Auto Components,Pune
Tata Power,3.9,2k,Power,Mumbai
Iris Software,3.8,2k,IT Services & Consulting,Noida
DHL Supply Chain,4.1,2k,Logistics,Mumbai
Parle Products,3.9,2k,FMCG,Mumbai
Sammaan Capital Limited,3.7,2k,NBFC,Gurugram
NCR Voyix,3.4,2k,IT Services & Consulting,Hyderabad
Rungta Mines,3.9,2k,Metals & Mining,Chaibasa
G R Infraprojects,4.1,2k,Engineering & Construction,Gurugram
ICICI Home Finance,3.8,2k,Financial Services,Mumbai
Philips,3.8,2k,Medical Equipment,Bengaluru
NTPC,4.2,2k,Power,New Delhi
Angel One,3.5,2k,FinTech,Mumbai
State Street Syntel,3.7,2k,Financial Services,Pune
Verizon,3.5,2k,Telecom,Hyderabad
Jindal Saw,4.1,2k,Iron & Steel,Mundra
Infinx,3.7,2k,Software Product,Hyderabad
NeoSOFT,3.2,2k,IT Services & Consulting,Mumbai
Thomson Reuters,3.7,2k,Software Product,Bengaluru
Safexpress,3.9,2k,Logistics,New Delhi
PI Industries,3.8,2k,Agro Chemicals,Vadodara
Lucas-TVS,3.8,2k,Auto Components,Chennai
Capri Global Capital,3.6,2k,NBFC,New Delhi
Google,4.4,1.9k,Software Product,Bengaluru
Polycab Wires,4.0,1.9k,Electrical Equipment,Vadodara
Medi Assist India,3.4,1.9k,Insurance,Bengaluru
Labmentix,4.5,1.9k,Bengaluru +35 other locations,
Hindustan Aeronautics,4.3,1.9k,Defence & Aerospace,Bengaluru
Fusion CX,3.2,1.9k,BPO,Kolkata
TVS Sundram Fasteners,3.6,1.9k,Auto Components,Chennai
Infra.Market,3.8,1.9k,Building Material,Mumbai
Aragen Life Sciences,3.9,1.9k,Clinical Research,Hyderabad
Digit Insurance,3.5,1.9k,Insurance,Bengaluru
Tata Tele Business Services,3.4,1.9k,Telecom,Mumbai
AXA Global Business Services,3.6,1.9k,IT Services & Consulting,Pune
KENT RO Systems,3.7,1.9k,Consumer Electronics & Appliances,Noida
First American (India),3.5,1.9k,Insurance,Bengaluru
Haldiram Foods International Limited,3.8,1.9k,FMCG,Nagpur
Adani Green Energy,3.9,1.9k,Power,Ahmedabad
Honda Cars,4.3,1.9k,Automobile,Bhiwadi
Hindustan Petroleum,4.2,1.9k,Oil & Gas,Mumbai
AkzoNobel,4.1,1.9k,Chemicals,Pune
DIVI'S Laboratories,3.5,1.9k,Pharma,Visakhapatnam
MetLife,3.9,1.8k,Insurance,Noida
Innovsource Services,3.9,1.8k,Recruitment,Mumbai
Air India,3.4,1.8k,Aviation,New Delhi
Isgec Heavy Engineering,3.8,1.8k,Engineering & Construction,Noida
Pine Labs,3.2,1.8k,FinTech,Noida
Sterling & Wilson,4.1,1.8k,Engineering & Construction,Mumbai
USV,4.0,1.8k,Pharma,Mumbai
Reckitt Benckiser,3.9,1.8k,FMCG,Gurugram
Cafe Coffee Day,3.7,1.8k,Hospitality,Bengaluru
USHA International,4.0,1.8k,Consumer Electronics & Appliances,Gurugram
Annapurna Finance,3.8,1.8k,NBFC,Bhubaneswar
SS&C TECHNOLOGIES,3.2,1.8k,IT Services & Consulting,Mumbai
Granules India Limited,3.8,1.8k,Pharma,Hyderabad
LivSpace,3.3,1.8k,Architecture & Interior Design,Bengaluru
NielsenIQ,3.4,1.8k,Analytics & KPO,Chennai
Hitachi Astemo,4.1,1.8k,Auto Components,Neemrana
HDFC Securities,3.4,1.8k,Financial Services,Mumbai
XBP Global,3.1,1.8k,Internet,Chennai
IIFL SAMASTA,3.7,1.8k,NBFC,Bengaluru
Security and Intelligence Services (India),4.1,1.8k,Law Enforcement & Security,New Delhi
Bata,3.5,1.8k,Fashion & Textile,Gurugram
Kalyan Jewellers,4.4,1.8k,Jewellery,Thrissur
BVG India,4.1,1.8k,Facility Management Services,Pune
TTEC India,3.6,1.8k,BPO,Ahmedabad
Tata Communications Transformation Services,3.8,1.8k,Telecom,Pune
Cushman & Wakefield,4.1,1.8k,Real Estate,Gurugram
Orange Business,4.1,1.8k,IT Services & Consulting,Gurugram
BT Business,3.9,1.8k,Telecom,Gurugram
Mother Dairy Fruit & Vegetable,4.0,1.8k,Hospitality,New Delhi
Medanta the Medicity,4.0,1.8k,Healthcare,Gurugram
Stellar Migration,1.3,1.8k,Other,Dubai
Tata 1mg,3.6,1.8k,Internet,Gurugram
HighRadius,2.4,1.8k,Software Product,Hyderabad
Vedantu,3.2,1.8k,EdTech,Bengaluru
Metro Cash & Carry,3.9,1.7k,Retail,Bengaluru
Suryoday Small Finance Bank,3.9,1.7k,Banking,Mumbai
Patanjali Foods,3.7,1.7k,FMCG,Haridwar
Cavinkare,3.9,1.7k,FMCG,Chennai
Caterpillar Inc,4.1,1.7k,Industrial Machinery,Chennai
Sysnet Global Technologies,3.6,1.7k,IT Services & Consulting,New Delhi
Shriram Life Insurance,3.5,1.7k,Insurance,Hyderabad
FactSet,3.7,1.7k,Analytics & KPO,Hyderabad
Clover Infotech,3.3,1.7k,IT Services & Consulting,Mumbai
Dhani Loans and Services,3.9,1.7k,NBFC,Gurugram
Health Care Global Enterprises,4.4,1.7k,Healthcare,Bengaluru
L.G.Balakrishnan & Bros,3.5,1.7k,Auto Components,Coimbatore
Indian Navy,4.6,1.7k,Defence & Aerospace,Mumbai
Future Retail,4.4,1.7k,Retail,Mumbai
Frankfinn Institute of Air Hostess Training,3.9,1.7k,Education & Training,Gurugram
Compass Group Support Services,4.0,1.7k,Hospitality,Bengaluru
KONE,4.1,1.7k,Industrial Machinery,Chennai
ReNew,4.2,1.7k,Power,Gurugram
Yamaha Motor,4.0,1.7k,Automobile,Chennai
CG Power and Industrial Solutions,3.7,1.7k,Electrical Equipment,Bhopal
Toyota Kirloskar Motor,4.3,1.7k,Automobile,Bengaluru
NEC,4.1,1.7k,IT Services & Consulting,Noida
Urban Company,3.3,1.7k,Internet,Gurugram
Vardhman Fabrics,4.0,1.7k,Fashion & Textile,Baddi
Rane (Madras),3.8,1.7k,Auto Components,Chennai
DHL Express,4.0,1.7k,Logistics,Mumbai
MagicBricks,3.9,1.7k,Internet,Noida
Goldman Sachs,3.3,1.7k,Financial Services,Bengaluru
Matrimony.com,3.9,1.7k,Internet,Chennai
BA Continuum,3.9,1.7k,IT Services & Consulting,Hyderabad
JSW Bhushan Power & Steel,4.0,1.7k,Iron & Steel,Jharsuguda
Krishna Maruti,3.8,1.7k,Auto Components,Gurugram
Veritas Finance,4.2,1.7k,NBFC,Chennai
Belrise Industries,3.7,1.7k,Auto Components,Pune
Coronis Ajuba Solutions,3.9,1.7k,BPO,Chennai
Procter & Gamble,4.0,1.7k,FMCG,Mumbai
CMA CGM,4.0,1.7k,Ports & Shipping,Chennai
Godrej Industries Group,3.9,1.7k,Real Estate,Mumbai
mPokket,4.5,1.7k,NBFC,Kolkata
Dixon Technologies,3.9,1.7k,Electronics Manufacturing,Noida
Satin Creditcare Network,4.0,1.7k,NBFC,Gurugram
Arvind Group,4.0,1.7k,Fashion & Textile,Ahmedabad
Johnson & Johnson,3.9,1.7k,Healthcare,Mumbai
Marico,3.8,1.7k,FMCG,Mumbai
Teva Pharmaceuticals,3.9,1.7k,Pharma,Bengaluru
Wipro Enterprises Ltd,3.7,1.7k,FMCG,Bengaluru
Sanofi,4.0,1.6k,Pharma,Hyderabad
Welspun Living Limited,3.9,1.6k,Fashion & Textile,Anjar
Chegg,4.1,1.6k,EdTech,New Delhi
IndiaFirst Life Insurance,3.8,1.6k,Insurance,Mumbai
iOPEX Technologies,3.1,1.6k,IT Services & Consulting,Chennai
Relaxo Footwear,4.0,1.6k,Fashion & Textile,New Delhi
HERE Technologies,3.7,1.6k,IT Services & Consulting,Mumbai
Hero Motors Company,3.9,1.6k,Automobile,Ghaziabad
Troikaa Pharmaceuticals,4.4,1.6k,Pharma,Ahmedabad
Asahi India Glass,3.8,1.6k,Auto Components,Chennai
Tata Play,4.0,1.6k,Broadcasting,Mumbai
Supreme Industries,4.0,1.6k,Petrochemicals,Gwalior
Cemindia Projects,4.2,1.6k,Engineering & Construction,Kolkata
Emami,3.8,1.6k,FMCG,Kolkata
SHYAM METALICS AND ENERGY,3.4,1.6k,Metals & Mining,Kolkata
SHYAM METALICS AND ENERGY,3.4,1.6k,Metals & Mining,Kolkata
Broadridge Financial Solutions,3.8,1.6k,FinTech,Hyderabad
Lumax Industries,3.9,1.6k,Auto Components,Pune
Kotak Mahindra Prime,3.9,1.6k,NBFC,Mumbai
Tata Consumer Products,3.5,1.6k,FMCG,Bengaluru
Wockhardt,3.7,1.6k,Pharma,Chhatrapati Sambhajinagar
KFC,4.0,1.6k,Hospitality,New Delhi
Mercer,3.6,1.6k,Management Consulting,New Delhi
Bisleri,4.2,1.6k,Beverage,Mumbai
Amul India,4.0,1.6k,Hospitality,Ahmedabad
Karur Vysya Bank,3.5,1.6k,Banking,Chennai
Muthoot Microfin,4.2,1.6k,NBFC,Kochi
Marriott International,4.1,1.6k,Hospitality,Bengaluru
IFB,3.5,1.6k,Consumer Electronics & Appliances,Bengaluru
Patra India,3.5,1.6k,BPO,Visakhapatnam
Gujarat Fluorochemicals,3.9,1.6k,Chemicals,Bharuch
PharmEasy,3.7,1.6k,Internet,Bengaluru
Bajaj Capital,3.5,1.6k,Financial Services,New Delhi
Suguna Foods,3.9,1.6k,Food Processing,Coimbatore
Steel Strips Wheels,3.7,1.6k,Auto Components,Chennai
GE VERNOVA,4.1,1.6k,Power,Bengaluru
Canara Bank,3.6,1.6k,Banking,Bengaluru
Honda,4.1,1.6k,Automobile,Gurugram
Chetu,3.8,1.6k,Software Product,Noida
Dainik Bhaskar Group,4.1,1.6k,Printing & Publishing,Bhopal
Piramal Pharma,3.9,1.6k,Pharma,Mumbai
Evalueserve,3.0,1.6k,Analytics & KPO,Gurugram
XL Dynamics,3.7,1.6k,IT Services & Consulting,Mumbai
Sonata Software,3.4,1.6k,IT Services & Consulting,Bengaluru
Tanishq,4.2,1.6k,Jewellery,Kolkata
SAI Life Sciences,3.9,1.6k,Pharma,Hyderabad
GMR Group,3.9,1.5k,Engineering & Construction,New Delhi
Page Industries,4.1,1.5k,Fashion & Textile,Bengaluru
Tesco,3.6,1.5k,Retail,Bengaluru
Nayara Energy,4.2,1.5k,Oil & Gas,Jamnagar
PNB Housing Finance,3.6,1.5k,NBFC,New Delhi
Airtel Payments Bank,3.8,1.5k,Banking,Gurugram
Wheelseye Technology,3.4,1.5k,Internet,Gurugram
Oracle Cerner,3.3,1.5k,Software Product,Bengaluru
QualityKiosk Technologies,3.2,1.5k,IT Services & Consulting,Mumbai
American Broadcasting Company,4.0,1.5k,Engineering & Construction,Bengaluru
Acuity Analytics,3.1,1.5k,Analytics & KPO,Bengaluru
SBFC Finance,3.8,1.5k,NBFC,Mumbai
Amneal Pharmaceuticals,4.2,1.5k,Pharma,Ahmedabad
Devyani International,3.7,1.5k,Hospitality,Gurugram
V5 Global Services,3.8,1.5k,Recruitment,New Delhi
Ashoka Buildcon,4.1,1.5k,Engineering & Construction,Nashik
Gland Pharma,3.9,1.5k,Pharma,Hyderabad
Heritage Foods,4.0,1.5k,Food Processing,Hyderabad
Happiest Minds Technologies,3.4,1.5k,IT Services & Consulting,Bengaluru
Valeo,3.9,1.5k,Auto Components,Chennai
Daimler India Commercial Vehicles,3.9,1.5k,Automobile,Chennai
City Union Bank,2.9,1.5k,Banking,Chennai
ALTEN,3.5,1.5k,IT Services & Consulting,Bengaluru
Altimetrik,3.4,1.5k,IT Services & Consulting,Bengaluru
VOIS,3.7,1.5k,IT Services & Consulting,Pune
ISS Facility Services,4.0,1.5k,Facility Management Services,Mumbai
Apco Infratech,3.8,1.5k,Engineering & Construction,Mumbai
Indoco Remedies,3.4,1.5k,Pharma,Mumbai
Max Fashion,4.0,1.5k,Retail,Bengaluru
Apexon,3.2,1.5k,IT Services & Consulting,Bengaluru
Jaquar,4.1,1.5k,Building Material,Gurugram
HCL Infosystems,4.0,1.5k,IT Services & Consulting,Noida
Aon,3.8,1.5k,Management Consulting,Bengaluru
Chandigarh University,4.2,1.5k,Education & Training,Chandigarh
Aumovio,3.7,1.5k,Auto Components,Bengaluru
Honeywell Technology Solutions,3.7,1.5k,Industrial Automation,Bengaluru
Bharat Forge,3.7,1.5k,Auto Components,Pune
Fusion Finance,3.9,1.5k,NBFC,New Delhi
NIIT,3.4,1.5k,Education & Training,Gurugram
Oberoi Group of Hotels,4.0,1.5k,Hospitality,New Delhi
Morningstar,3.7,1.5k,Financial Services,Mumbai
R Systems International,3.8,1.5k,IT Services & Consulting,Noida
Indegene,3.2,1.5k,Healthcare,Bengaluru
Amara Raja Energy & Mobility,4.0,1.5k,Auto Components,Tirupati
CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),3.6,1.5k,Auto Components,Pune
Narayana Educational Society,3.6,1.5k,Education & Training,Hyderabad
Hyatt Regency,4.1,1.5k,Hospitality,New Delhi
Taurus BPO Services,4.0,1.5k,BPO,Pune
MedPlus,3.5,1.5k,Retail,Hyderabad
AB InBev India,3.3,1.5k,Beverage,Bengaluru
Aerial Telecom Solutions,4.1,1.5k,Telecom,Sahibzada Ajit Singh Nagar
Nykaa,3.4,1.5k,Internet,Mumbai
Sony,4.1,1.5k,Consumer Electronics & Appliances,New Delhi
Vfs Global Services,3.4,1.5k,IT Services & Consulting,Mumbai
Tieto,4.1,1.5k,IT Services & Consulting,Pune
TEKsystems,3.1,1.5k,IT Services & Consulting,Bengaluru
DCM Shriram,4.1,1.5k,Chemicals,Bharuch
Sansera Engineering,4.0,1.5k,Auto Components,Bengaluru
Citco,3.1,1.4k,Management Consulting,Hyderabad
TÜV SÜD,4.0,1.4k,"Testing, Inspection and Certification (TIC)",Bengaluru
Eaton,3.9,1.4k,Electronics Manufacturing,Pune
Adobe,3.7,1.4k,Software Product,Bengaluru
Hire In Global,4.9,1.4k,Recruitment,Mumbai
Kantar,3.4,1.4k,Analytics & KPO,Bengaluru
J. Kumar Infraprojects,4.1,1.4k,Engineering & Construction,Mumbai
Agilus Diagnostics,4.1,1.4k,Healthcare,Mumbai
Slk Software Services,3.2,1.4k,IT Services & Consulting,Bengaluru
Acmegrade,3.9,1.4k,EdTech,Bengaluru
JSW Cement,4.0,1.4k,Building Material,Mumbai
AtkinsRealis,3.7,1.4k,Engineering & Construction,Bengaluru
Tenarai,3.5,1.4k,Emerging Technologies,Bengaluru
Xiaomi,3.7,1.4k,Consumer Electronics & Appliances,Bengaluru
VLCC,3.2,1.4k,Beauty & Personal Care,New Delhi
Unisys,3.4,1.4k,IT Services & Consulting,Bengaluru
Oracle Financial Services Software,3.2,1.4k,Software Product,Bengaluru
Rashmi Metaliks,3.1,1.4k,Iron & Steel,Kharagpur
EOSGlobe,3.0,1.4k,BPO,Mumbai
FedEx Express,4.0,1.4k,Logistics,Mumbai
Tata Group,4.2,1.4k,IT Services & Consulting,Mumbai
The Muthoot Group,3.6,1.4k,Financial Services,New Delhi
Sunknowledge Services,3.4,1.4k,BPO,Kolkata
Fino Payments Bank,3.7,1.4k,Banking,Mumbai
iMerit,3.2,1.4k,IT Services & Consulting,Kolkata
Novo Nordisk,3.6,1.4k,Pharma,Bengaluru
Worley,4.1,1.4k,Engineering & Construction,Mumbai
Incedo,2.9,1.4k,IT Services & Consulting,Gurugram
Bajaj Housing Finance,3.5,1.4k,NBFC,Pune
Amity University,3.5,1.4k,Education & Training,Noida
Sharekhan,3.7,1.4k,Financial Services,Mumbai
IDC Technologies,3.1,1.4k,IT Services & Consulting,Noida
INDIUM,3.9,1.4k,IT Services & Consulting,Chennai
NetAmbit,4.0,1.4k,BPO,Noida
The Ramco Cements,4.1,1.4k,Building Material,Chennai
TE Connectivity,4.1,1.4k,Electronics Manufacturing,Bengaluru
Grant Thornton,3.3,1.4k,Accounting & Auditing,Bengaluru
TCS iON,3.8,1.4k,IT Services & Consulting,Bengaluru
Unichem Laboratories,3.7,1.4k,Pharma,Ghaziabad
Iffco Tokio General Insurance Co.,3.8,1.4k,Insurance,Gurugram
Paytm Payments Bank,3.8,1.4k,Banking,Noida
Viraj Profiles,4.1,1.4k,Iron & Steel,Mumbai
Faurecia,3.9,1.4k,Auto Components,Pune
Aforeserve,3.4,1.4k,IT Services & Consulting,Mumbai
Brillio,3.4,1.4k,IT Services & Consulting,Bengaluru
CenturyPly,3.8,1.4k,Furniture & Furnishing,Kolkata
Burger King,4.0,1.4k,Hospitality,New Delhi
ZF Steering Gear,3.7,1.4k,Auto Components,Hyderabad
Bharat FIH,3.7,1.4k,Electronics Manufacturing,Chennai
SK Finance Limited,3.8,1.4k,NBFC,Jaipur
Aptara,3.1,1.4k,Content Development,Noida
Hindware Limited,3.9,1.4k,Building Material,Hyderabad
CreditAccess Grameen,3.9,1.4k,NBFC,Bengaluru
FDC,3.7,1.4k,Pharma,Mumbai
More Supermarket,3.7,1.4k,Retail,Bengaluru
GEP Worldwide,3.6,1.4k,IT Services & Consulting,Mumbai
Baroda Global Shared Services,3.9,1.4k,BPO,Gandhinagar
Globant,3.3,1.4k,IT Services & Consulting,Pune
RBL FinServe,3.9,1.4k,Financial Services,Mumbai
Sheenlac Paints,4.1,1.4k,Chemicals,Chennai
Hatsun Agro Product,3.8,1.4k,Food Processing,Chennai
OM Logistics,3.9,1.4k,Logistics,New Delhi
Nippon Paint India,4.0,1.4k,Chemicals,Chennai
Decathlon,3.7,1.4k,Retail,Bengaluru
Punjab National Bank,3.9,1.4k,Banking,New Delhi
Collabera Talent Solutions,3.4,1.4k,Recruitment,Bengaluru
NxtWave,3.5,1.4k,EdTech,Hyderabad
ManpowerGroup,3.6,1.4k,Recruitment,Bengaluru
Royal Migration Solutions,4.9,1.4k,Other,Dubai
DEXIT Global,3.4,1.4k,IT Services & Consulting,Mumbai
JioMart,3.9,1.4k,Retail,Mumbai
GE,4.1,1.4k,Defence & Aerospace,Bengaluru
Astral Pipe,3.9,1.3k,Building Material,Ahmedabad
ICICI Prudential Mutual Fund,3.9,1.3k,Financial Services,Mumbai
Shubham Housing Development Finance,4.0,1.3k,NBFC,New Delhi
Centre for Development of Advanced Computing,3.6,1.3k,IT Services & Consulting,Pune
Cinépolis,3.8,1.3k,Media & Entertainment,New Delhi
VIBGYOR Group of Schools,3.5,1.3k,Education & Training,Bengaluru
Mondelez International,4.1,1.3k,Food Processing,Mumbai
Spicejet,3.3,1.3k,Aviation,New Delhi
Ion Exchange India,3.7,1.3k,Waste Management,Mumbai
Apex Group,2.6,1.3k,Financial Services,Pune
Atul,3.9,1.3k,Chemicals,Valsad
Samsung Research,2.9,1.3k,IT Services & Consulting,Bengaluru
Jakson Group,4.1,1.3k,Power,Noida
Luminous Power Technologies,4.1,1.3k,Consumer Electronics & Appliances,Gurugram
Aarvee Associates,3.7,1.3k,Engineering & Construction,Hyderabad
Spandana Sphoorty Financial,3.8,1.3k,NBFC,Hyderabad
T-Systems ICT India,3.7,1.3k,IT Services & Consulting,Pune
Fabindia,3.7,1.3k,Retail,New Delhi
Big Bazaar,4.4,1.3k,Retail,New Delhi
Pantaloons,4.1,1.3k,Retail,Mumbai
Tenneco,3.6,1.3k,Auto Components,Pune
OpenText Technologies,3.3,1.3k,Software Product,Bengaluru
Hindustan Construction Company,4.2,1.3k,Engineering & Construction,Mumbai
Bluestock ™,4.5,1.3k,FinTech,Pune
Vestas,4.1,1.3k,Power,Chennai
ANZ Banking Group,3.7,1.3k,Banking,Bengaluru
Godrej Consumer Products,4.0,1.3k,FMCG,Mumbai
H.G. Infra Engineering,3.9,1.3k,Engineering & Construction,Jaipur
Willis Towers Watson,3.7,1.3k,Financial Services,Mumbai
Fresenius Kabi,4.0,1.3k,Pharma,Pune
DP World,3.8,1.3k,Logistics,Mumbai
KIMS Hospital,3.8,1.3k,Healthcare,Hyderabad
Dassault Systemes,3.7,1.3k,Software Product,Pune
Arvind Fashions Limited,3.8,1.3k,Fashion & Textile,Bengaluru
Prodapt,3.5,1.3k,IT Services & Consulting,Chennai
Zoho,4.1,1.3k,Software Product,Chennai
Diageo,3.7,1.3k,Beverage,Bengaluru
Panasonic,4.0,1.3k,Consumer Electronics & Appliances,Gurugram
Sigma Electric Manufacturing Corporation,4.0,1.3k,Industrial Machinery,Pune
SKF,4.0,1.3k,Auto Components,Pune
Mu Sigma,2.5,1.3k,Analytics & KPO,Bengaluru
Automotive Manufacturers,3.8,1.3k,Automobile,Hyderabad
Electronics Corporation of India Limited,4.2,1.3k,Electronics Manufacturing,Hyderabad
PNC Infratech,3.8,1.3k,Engineering & Construction,Agra
Intertek,3.8,1.3k,"Testing, Inspection and Certification (TIC)",New Delhi
Kalpataru Limited,4.1,1.3k,Real Estate,Mumbai
Shriram Pistons & Rings,4.0,1.3k,Auto Components,Bhiwadi
iSON Xperiences,3.1,1.3k,BPO,Chennai
AIIMS,4.2,1.3k,Education & Training,New Delhi
AGS Transact Technologies,2.8,1.3k,FinTech,Mumbai
Colliers India,3.9,1.3k,Real Estate,Bengaluru
Dell EMC,3.8,1.3k,IT Services & Consulting,Bengaluru
Indostar Capital Finance Limited,4.3,1.3k,NBFC,Mumbai
DLF,4.0,1.3k,Real Estate,Gurugram
Parexel International,3.8,1.3k,Clinical Research,Hyderabad
Rockman Industries,3.8,1.3k,Auto Components,Haridwar
Synchrony,4.3,1.3k,Financial Services,Hyderabad
Nielsen,3.1,1.3k,Analytics & KPO,Bengaluru
Ahluwalia Contracts India,4.0,1.3k,Engineering & Construction,New Delhi
JTEKT,4.0,1.3k,Auto Components,Gurugram
Oil And Natural Gas Corporation,4.3,1.3k,Oil & Gas,Mumbai
Wind World,4.0,1.3k,Power,Jaisalmer
Qualcomm,3.7,1.2k,Semiconductors,Hyderabad
ExcelR,3.6,1.2k,Education & Training,Bengaluru
Strides Pharma,3.9,1.2k,Pharma,Bengaluru
Jindal X,3.5,1.2k,BPO,New Delhi
Kirloskar Oil Engines,4.1,1.2k,Industrial Machinery,Pune
Fidelity Investments,4.1,1.2k,Financial Services,Bengaluru
JK Lakshmi Cement,3.7,1.2k,Building Material,New Delhi
Balkrishna Industries,4.0,1.2k,Auto Components,Bhuj
DENSO,4.1,1.2k,Auto Components,Gurugram
Innova Solutions,3.3,1.2k,IT Services & Consulting,Hyderabad
Zetwerk,4.0,1.2k,Industrial Machinery,Bengaluru
Rupeek,4.1,1.2k,FinTech,Bengaluru
Federal Bank,3.6,1.2k,Banking,Mumbai
Genius HRTech,3.7,1.2k,Recruitment,Kolkata
Schaeffler India,4.0,1.2k,Auto Components,Vadodara
Fidelity National Financial,3.7,1.2k,Financial Services,Bengaluru
Best Sellers,4.1,1.2k,Retail,Mumbai
ACG Worldwide,3.8,1.2k,Pharma,Mumbai
EbixCash Limited,3.5,1.2k,Software Product,Noida
Leadec India,4.0,1.2k,Facility Management Services,Pune
Sri Chaitanya Techno Schools,3.4,1.2k,Education & Training,Bengaluru
Imperial Auto Industries,3.7,1.2k,Auto Components,Faridabad
Aparna Constructions and Estates,3.8,1.2k,Real Estate,Hyderabad
Baazar Retail Private Limited,4.4,1.2k,Retail,Kolkata
Aptiv,3.4,1.2k,Auto Components,Bengaluru
Meril,3.5,1.2k,Medical Equipment,Vapi
Intel,4.1,1.2k,Semiconductors,Bengaluru
Prism Johnson,3.7,1.2k,Building Material,Mumbai
Indira IVF Hospital,3.8,1.2k,Healthcare,Mumbai
PHN Technology,4.2,1.2k,EdTech,Pune
HFCL Limited,3.7,1.2k,Telecom,Hyderabad
Salesforce,3.9,1.2k,Software Product,Hyderabad
London Stock Exchange Group,3.6,1.2k,Financial Services,Bengaluru
IIFL Home Finance,3.8,1.2k,NBFC,Gurugram
Thyrocare Technologies,3.7,1.2k,Healthcare,Mumbai
Electronica Finance,4.1,1.2k,NBFC,Pune
Birla Opus,4.0,1.2k,Chemicals,Mumbai
Birla Corporation,4.0,1.2k,Building Material,Satna
PayPal,3.7,1.2k,FinTech,Bengaluru
MDIndia Health Insurance TPA,3.6,1.2k,Insurance,Pune
Deccan Fine Chemicals,3.6,1.2k,Agro Chemicals,Tuni
Johnson Lifts,3.9,1.2k,Industrial Machinery,Chennai
The Jaypee Group,3.8,1.2k,Engineering & Construction,Noida
FOCUS EDUMATICS,2.9,1.2k,EdTech,Coimbatore
Nilkamal,3.6,1.2k,Furniture & Furnishing,Mumbai
Podar International School,4.0,1.2k,Education & Training,Mumbai
