Company_Name,Rating,Review_Count,Industry,Headquarters
Dairy Classic Ice Creams,4.1,155,Food Processing,Bengaluru
Polaris,3.9,155,Automobile,Bengaluru
Snapwork Technologies,3.8,155,IT Services & Consulting,Mumbai
Aditya Birla Chemicals,3.7,155,Chemicals,Bharuch
Infoblox,3.7,155,IT Services & Consulting,Bengaluru
Isha Foundation,4.2,155,Non-Profit,Coimbatore
ESSPL,3.7,155,IT Services & Consulting,Bhubaneswar
Enviro Infra Engineers,4.1,155,Waste Management,New Delhi
Spinco Biotech,3.6,155,Biotechnology,Chennai
LUCKY MINERALS,3.6,155,Metals & Mining,Jagdalpur
GTT Communications,3.2,155,Hardware & Networking,Pune
Liebherr,3.9,155,Industrial Machinery,Mumbai
L&T Smart World & Communication,4.0,156,IT Services & Consulting,Chennai
AAI Cargo Logistics and Allied Services Company,3.3,155,Chennai +31 other locations,
OakNorth,3.0,155,Banking,Gurugram
KK Spun Pipes,3.2,155,Industrial Machinery,New Delhi
Msc Cruises,4.1,155,Travel & Tourism,Mumbai
PharmaZell,4.0,155,Pharma,Visakhapatnam
FinAdvantage,4.0,155,Accounting & Auditing,Bengaluru
Hilton Garden Inn,3.7,155,Hospitality,New Delhi
SPD Constructions,3.8,155,Bhubaneswar +14 other locations,
Beekay Steel Industries,3.0,155,Iron & Steel,Kolkata
Brigosha Technologies,2.1,155,IT Services & Consulting,Bengaluru
Dr D Y Patil Medical College,4.1,155,Healthcare,Pune
IndiGrid,4.1,155,Real Estate,Mumbai
Enviro Infra Engineers,4.1,155,Waste Management,New Delhi
ARK Infosolutions,3.7,155,IT Services & Consulting,Noida
ESIC Medical College and Hospital,3.8,155,Education & Training,New Delhi
BIZONGO,3.2,155,Emerging Technologies,Mumbai
SP Apparels,4.1,154,Fashion & Textile,Coimbatore
Quarks Technosoft,3.6,155,IT Services & Consulting,Noida
EMotorad,4.4,154,Automobile,Pune
Ayana Renewable Power,4.3,154,Power,Bengaluru
SDP & Associates (Office),3.6,154,Accounting & Auditing,Kolkata
Mtg Learning Media,3.8,154,Printing & Publishing,Gurugram
Patil Automation,3.2,154,Industrial Automation,Pune
Zimetrics Technologies,3.4,154,IT Services & Consulting,Pune
Multani Pharmaceuticals,3.9,154,Pharma,New Delhi
Zacks Research,2.8,154,Financial Services,Kolkata
CapGrid Solutions,3.8,154,Internet,Gurugram
DDB Mudra Group,3.7,154,Marketing & Advertising,Mumbai
Accentuate Technology,4.1,154,IT Services & Consulting,Bengaluru
Tata Ficosa Automotive Systems,,,Auto Components,Pune
Rajasthan Aushdhalaya,3.4,155,Pharma,Mumbai
Swastik Infralogics Private Limited,3.8,154,Engineering & Construction,Mumbai
Dr.SNS Rajalakshmi College Of Arts and Science,4.9,154,Education & Training,Coimbatore
Casino Air Caterers & Flight Services,4.0,154,Hospitality,Kochi
Arabian Fal,2.8,154,Oil & Gas,Ras Tanura
Annapurna Group,3.9,154,FMCG,Guwahati
Annapurna Group,3.9,154,FMCG,Guwahati
Casino Air Caterers & Flight Services,4.0,154,Hospitality,Kochi
Bottomline,3.2,155,Software Product,Bengaluru
Abryl Laboratories Manufacturing Unit,3.6,154,Pharma,Chandigarh
Acme Solar Energy,4.4,154,Power,Gurugram
Vandhana International,3.8,154,Railways,New Delhi
Frontier Business Systems,3.3,154,IT Services & Consulting,Bengaluru
Rungta Sons,4.1,154,Iron & Steel,Jharsuguda
Meghmani Group,3.5,154,Bharuch +14 other locations,
Brickwork Ratings,3.4,154,Financial Services,Bengaluru
Krishak Bharati Cooperative,4.4,154,Agro Chemicals,Surat
Unschool Learning,3.3,154,EdTech,Hyderabad
AVIZVA,2.2,154,IT Services & Consulting,Gurugram
Montage Enterprises,3.1,154,Packaging,Gwalior
Ascent Meditech,3.6,154,Other,Mumbai
Sakshi,3.6,154,Printing & Publishing,Hyderabad
SunTec Business Solutions,2.7,154,Software Product,Thiruvananthapuram
Nirmal Industrial Controls,3.6,154,Industrial Automation,Mumbai
Naiknavare Developers,3.7,154,Real Estate,Pune
Rina India,3.9,154,"Testing, Inspection and Certification (TIC)",Mumbai
Intelux Electronics,4.1,154,Electronics Manufacturing,Pune
Tim Hortons,3.1,154,Hospitality,New Delhi
Systech Solutions,3.6,154,Analytics & KPO,Chennai
SysArc Infomatix,3.6,154,FinTech,Chennai
Shri Mahant Indiresh Hospital,3.4,154,Healthcare,Dehradun
Primetals Technologies,3.9,154,Industrial Machinery,Kolkata
SANY Group,3.8,154,Industrial Machinery,Pune
BizGurukul,4.1,154,EdTech,New Delhi
Drytech Processes (I),3.8,154,Food Processing,Pandhurna
Alteus Biogenics,2.6,154,Pharma,Kolkata
Group Surya Peb,3.2,154,Engineering & Construction,Pune
Casepoint,3.2,154,IT Services & Consulting,Surat
Vedic International School,4.4,153,Education & Training,Sambalpur
Million Minds Management Services,3.5,153,Recruitment,New Delhi
Indian Institute of Technology Madras,4.2,153,Education & Training,Chennai
Raj Industries,3.5,153,Packaging,Ludhiana
Costa Coffee,3.7,153,Hospitality,New Delhi
IndiaLends,3.3,153,Financial Services,Gurugram
IMMCO,3.3,153,Kochi +9 other locations,
BCForward,3.2,153,Internet,Hyderabad
Aczet,2.8,153,Electronics Manufacturing,Mumbai
PICL,3.6,153,Semiconductors,Faridabad
Frost & Sullivan,2.9,153,Management Consulting,Chennai
BDG Metal & Power,3.8,153,Iron & Steel,Durgapur
Takenaka,4.2,153,Architecture & Interior Design,Gurugram
UNI Klinger,3.8,153,Industrial Machinery,Pune
Ayu Health Hospitals,3.6,153,Healthcare,Bengaluru
Future Consumer,4.4,153,FMCG,Mumbai
Log 9 Materials Scientific,3.3,153,Emerging Technologies,Bengaluru
Safeducate,4.1,153,Education & Training,New Delhi
Gail Gas,3.6,153,Oil & Gas,Bengaluru
Vedic International School,4.4,153,Education & Training,Sambalpur
Locobuzz,2.8,153,Software Product,Mumbai
Million Minds Management Services,3.5,153,Recruitment,New Delhi
Indian Institute of Technology Madras,4.2,153,Education & Training,Chennai
Raj Industries,3.5,153,Packaging,Ludhiana
Fourth Partner Energy,4.4,153,Power,Hyderabad
Rivulis Irrigation,4.3,153,Agriculture,Vadodara
Indian Institute of Management,3.7,153,Education & Training,Ahmedabad
MRL Tyres,3.5,153,Auto Components,New Delhi
NPCC Engineering,3.7,153,Oil & Gas,Mumbai
Nelco,3.8,153,Telecom,Mumbai
Hindustan Colas,3.5,153,Engineering & Construction,Mumbai
Antraweb Technologies,3.7,153,IT Services & Consulting,Mumbai
River Mobility,3.9,154,Automobile,Bengaluru
Classic Marble Company,3.5,153,Building Material,Mumbai
Borosil Renewables,3.8,153,Power,Bharuch
G Square Housing,3.8,153,Real Estate,Chennai
ETV Bharat,3.9,153,Broadcasting,Hyderabad
IIT Kharagpur,4.2,153,Education & Training,Kharagpur
Spc Life Sciences,3.4,153,Chemicals,Ankleshwar
Apcotex Industries,3.7,153,Chemicals,Navi Mumbai
Alniche Life Sciences,3.4,153,Pharma,New Delhi
Allyis India,3.2,153,IT Services & Consulting,Hyderabad
Light & Wonder,3.8,153,Software Product,Bengaluru
RKC Infrabuilt Private Ltd,3.8,153,Engineering & Construction,Ahmedabad
Quinte Financial Technologies,3.7,153,Chennai +3 other locations,
BEO Software,4.3,153,IT Services & Consulting,Kochi
SURYA INTERNATIONAL ENTERPRISE,3.8,153,Power,Bhubaneswar
Rotork Controls,3.4,153,Industrial Machinery,Chennai
Barco Electronic Systems,4.0,153,Consumer Electronics & Appliances,Noida
Cello World,3.5,153,Consumer Electronics & Appliances,Mumbai
Western Coalfields,4.4,153,Metals & Mining,Nagpur
SAI Consulting Engineers,4.3,152,Engineering & Construction,Ahmedabad
Altruistic Technology Labs,3.4,152,IT Services & Consulting,Bengaluru
HomeShop18,4.2,152,Internet,Noida
University of Engineering and Management,4.4,152,Education & Training,Kolkata
Best Koki Automotive,3.5,152,Auto Components,Gurugram
Alcatel-Lucent,4.3,152,Telecom,Bengaluru
Dream Plast India,3.5,152,Industrial Machinery,Pune
Delux Bearings,4.2,152,Auto Components,Surendranagar
Mobase,3.4,154,Auto Components,Noida
eBIZ.com,2.6,152,EdTech,Noida
Concorde Motors,3.8,152,Automobile,Mumbai
Techved Consulting,3.5,152,IT Services & Consulting,Mumbai
Dr. Amin Controllers,3.8,152,Engineering & Construction,Mumbai
JQR SPORTS,3.8,152,New Delhi +13 other locations,
Peoplelink Unified Communications,3.6,152,Consumer Electronics & Appliances,Hyderabad
Nium,3.3,152,FinTech,Mumbai
MAHLE Engine Components,3.8,152,Automobile,Chennai
Dr. Amin Controllers,3.8,152,Engineering & Construction,Mumbai
MAHLE Engine Components,3.8,152,Automobile,Chennai
Maiva Pharma,3.7,152,Hosur +4 other locations,
JQR SPORTS,3.8,152,New Delhi +13 other locations,
Aligned Automation,3.6,152,IT Services & Consulting,Pune
Karnataka Co-operative Milk Producers Federation,4.1,153,Food Processing,Bengaluru
Complere Infosystem,4.4,152,Software Product,Ambala
Gsp Power Projects,3.9,152,Electronics Manufacturing,Faridabad
All Out,3.6,152,FMCG,Gurugram
Mistral Solutions,3.5,152,IT Services & Consulting,Bengaluru
PGIMER,4.2,152,Education & Training,Chandigarh
Haqdarshak Empowerment Solutions,3.7,152,Non-Profit,Pune
Magma Housing Finance,4.5,152,Financial Services,Kolkata
Creative Garments,3.9,152,Fashion & Textile,Mumbai
Vipul Motors,3.4,152,Automobile,Faridabad
Sidwal Refrigeration Industries,4.2,152,Electrical Equipment,Faridabad
Smart Call Center Solutions,3.1,152,BPO,Kolkata
GKN Sinter Metals,4.1,152,Auto Components,Pune
K2k Infrastructure,4.0,152,Engineering & Construction,Bengaluru
"MAT Holdings, Inc",3.7,153,Sonipat +7 other locations,
MariApps Marine Solutions,3.2,152,IT Services & Consulting,Kochi
Hegde & Hegde Pharmaceutica,4.0,152,Pharma,Mumbai
Xtelify,3.2,153,Gurugram +23 other locations,
Obbserv Online Services,4.6,152,Udaipur +3 other locations,
Klassic Wheels,2.6,152,Auto Components,Ahilyanagar
Reliance Foundation India,3.8,152,Education & Training,Mumbai
Sirca Paints India,4.0,152,Chemicals,New Delhi
Amazon Pay,3.8,152,Bengaluru +30 other locations,
Progility Technologies,3.4,151,IT Services & Consulting,Mumbai
LAKME ACADEMY,3.4,151,Beauty & Personal Care,New Delhi
Ajeet Seeds,3.6,151,Agriculture,Chhatrapati Sambhajinagar
KEM Hospital,3.9,151,Healthcare,Pune
Heranba Industries,3.7,151,Agro Chemicals,Vapi
Premsons Motor Udyog,3.5,151,Auto Components,Ranchi
4i apps solutions,3.5,151,IT Services & Consulting,Chennai
Ravindra Bharathi Schools,3.4,151,Education & Training,Hyderabad
Asclepius Wellness,3.9,151,Fitness & Wellness,Jaipur
Bando India,4.0,151,Auto Components,Bengaluru
INVENTIVE SOFTWARE SOLUTIONS,3.8,151,IT Services & Consulting,Noida
Stanvac Chemicals,2.8,151,Chemicals,Gurugram
Mehta Cad Cam Systems,3.6,151,Industrial Machinery,Ahmedabad
Stanvac Chemicals,2.8,151,Chemicals,Gurugram
P.N. International,4.0,151,Import & Export,Lucknow
Ravi Infrabuild Projects,3.7,151,Engineering & Construction,Udaipur
SequelOne,3.3,151,IT Services & Consulting,Gurugram
Fasal,3.2,151,Agriculture,Bengaluru
Unify Facility Management,4.3,151,Facility Management Services,Mumbai
BCITS,3.6,152,IT Services & Consulting,Bengaluru
CignaTTk Health Insurance,4.0,151,Insurance,Mumbai
Pace Power Systems,3.5,151,Electrical Equipment,Bengaluru
SKS Business Services,3.0,152,Accounting & Auditing,Jamnagar
Global Trade Plaza,4.8,151,Internet,Kanpur
ENTRI SOFTWARE,4.0,151,EdTech,Kochi
4i apps solutions,3.5,151,IT Services & Consulting,Chennai
Edac Engineering,4.2,151,Engineering & Construction,Chennai
Asclepius Wellness,3.9,151,Fitness & Wellness,Jaipur
Premsons Motor Udyog,3.5,151,Auto Components,Ranchi
LAKME ACADEMY,3.4,151,Beauty & Personal Care,New Delhi
Ravindra Bharathi Schools,3.4,151,Education & Training,Hyderabad
Sun Life Global Solutions,3.7,151,Financial Services,Gurugram
Fasal,3.2,151,Agriculture,Bengaluru
Infrabeat Technologies,4.1,151,IT Services & Consulting,Pune
Ravi Infrabuild Projects,3.7,151,Engineering & Construction,Udaipur
Element14,3.9,151,Semiconductors,Bengaluru
GMP Technical Solutions,3.9,151,Industrial Machinery,Mumbai
Jash Engineering,3.9,151,Engineering & Construction,Indore
KLT Automotive & Tubular Products,3.6,151,Auto Components,Mumbai
Ceipal,3.2,151,Software Product,Hyderabad
Mindcrest,2.5,151,Legal,Pune
Curia,3.7,151,Hyderabad +3 other locations,
Surya Food & Agro Limited,2.8,151,Food Processing,Noida
Paras Spices,3.6,151,Food Processing,Moga
Being human,4.2,151,Fashion & Textile,Mumbai
Machino Polymers,3.4,151,Petrochemicals,Gurugram
Schbang,2.8,151,Marketing & Advertising,Mumbai
Sage Metals,3.6,151,Metals & Mining,New Delhi
NIS Management Private,3.8,151,Law Enforcement & Security,Kolkata
ATC (Assam),4.1,151,Logistics,Hosur
John Energy,4.0,151,Oil & Gas,Ahmedabad
Pixon Green Energy Pvt Ltd,3.9,151,Electrical Equipment,Rajkot
Ceipal,3.2,151,Software Product,Hyderabad
KLT Automotive & Tubular Products,3.6,151,Auto Components,Mumbai
Machino Polymers,3.4,151,Petrochemicals,Gurugram
Rockman Group,3.9,151,Auto Components,Tirupati
Milacron,3.8,150,Ahmedabad +6 other locations,
Akshara Enterprises,3.1,150,IT Services & Consulting,Hyderabad
PolicyX.com,2.8,150,FinTech,Gurugram
Nippon Toyota,3.8,150,Auto Components,Kochi
Assurance Intl Limited,3.7,150,Auto Components,Gurugram
Verka milk dairy,4.0,150,Agriculture,Chandigarh
Voylla,3.0,150,Jewellery,Jaipur
Oerlikon Graziano Transmission,4.3,151,Industrial Machinery,Ahmedabad
SAP-Concur,4.1,150,Software Product,Bengaluru
Mittsure Technologies,3.0,150,Education & Training,Jaipur
The Wadhwa Group,3.7,151,Real Estate,Mumbai
Faber Sindoori Management Services,3.5,150,Facility Management Services,Hyderabad
Birla Fertility & IVF,3.8,152,Healthcare,New Delhi
Hanu Software Solutions,3.5,150,IT Services & Consulting,Noida
Suntara Cosmetics,3.6,151,Beauty & Personal Care,Ahmedabad
Accel Limited,3.4,150,IT Services & Consulting,Chennai
UTI Technology Services,2.9,150,IT Services & Consulting,Hyderabad
Techouts,3.9,150,IT Services & Consulting,Hyderabad
Cognus Technology,2.3,150,IT Services & Consulting,Jaipur
Sitec Labs,4.0,150,Pharma,Mumbai
Aarthi Scans and Labs,3.5,150,Healthcare,Chennai
Crescendo Global,4.3,150,Recruitment,Ludhiana
Etihad Airways,4.1,150,Aviation,Abu Dhabi
Pearson,3.7,150,Education & Training,Bengaluru
Lokmanya Multipurpose Co-op Society,3.1,150,Financial Services,Pune
Syniverse Technologies,3.8,150,IT Services & Consulting,Bengaluru
Shiksha Financial Services India,4.4,150,NBFC,Chennai
V2soft,3.4,150,IT Services & Consulting,Bengaluru
Rakshit Drugs,3.7,150,Pharma,Visakhapatnam
Portescap,3.7,150,Electronics Manufacturing,Mumbai
Lumax Mannoh Allied Technologies,3.7,150,Auto Components,Gurugram
Primus Super Speciality Hospital,3.8,150,Healthcare,New Delhi
Lokal App,3.3,150,Internet,Bengaluru
Bausch & Lomb,3.8,150,Medical Equipment,Gurugram
Molbio Diagnostics,3.8,150,Internet,Visakhapatnam
Talent Corner HR Services,3.7,150,Recruitment,Mumbai
Quality Evaluation And Systems Team,3.9,150,Engineering & Construction,Bengaluru
Trident Automobiles,4.6,150,Auto Components,Bengaluru
Tcil,3.7,150,Telecom,New Delhi
Lumax Mannoh Allied Technologies,3.7,150,Auto Components,Gurugram
Primus Super Speciality Hospital,3.8,150,Healthcare,New Delhi
National Oilwell Varco,3.8,150,Oil & Gas,Mumbai
Puropale Creations & IT Solutions,4.7,149,IT Services & Consulting,Hyderabad
Chiripal Industries,3.5,149,Fashion & Textile,Ahmedabad
Apollo Medskills,3.8,149,Healthcare,Hyderabad
CloudThat Technologies Private Limited,4.0,149,IT Services & Consulting,Bengaluru
Alliance University,3.6,149,Education & Training,Bengaluru
SkillCircle,4.0,149,EdTech,New Delhi
DOGUS SOMA JV,4.2,149,Engineering & Construction,Mumbai
Sandvik Coromant,4.2,149,Industrial Machinery,Pune
Bombay Hospital,3.7,149,Healthcare,Mumbai
Fedora Solutions,3.2,149,Healthcare,Ahmedabad
Raheja Universal,3.8,149,Real Estate,Mumbai
Detox Group,3.8,149,Chemicals,Ankleshwar
Ambience Group,3.6,149,Real Estate,New Delhi
Birla Precision Technologies,3.4,149,Industrial Machinery,Chhatrapati Sambhajinagar
e-Centric Solutions,3.3,149,IT Services & Consulting,Hyderabad
Alliance University,3.6,149,Education & Training,Bengaluru
Bombay Hospital,3.7,149,Healthcare,Mumbai
India Pistons,2.5,149,Auto Components,Chennai
Sandvik Coromant,4.2,149,Industrial Machinery,Pune
EMPClaims,4.2,150,Ahmedabad +5 other locations,
SkillCircle,4.0,149,EdTech,New Delhi
DOGUS SOMA JV,4.2,149,Engineering & Construction,Mumbai
Raheja Universal,3.8,149,Real Estate,Mumbai
Enrich Energy,4.0,149,Real Estate,Pune
Fedora Solutions,3.2,149,Healthcare,Ahmedabad
Prabha Automotive Engineers,3.8,150,Chennai +11 other locations,
FarMart,3.8,149,Internet,Gurugram
Qualtech Consultants,3.7,149,IT Services & Consulting,Noida
Reserve Bank of India,4.7,149,Government,Mumbai
Karnataka Power Transmission Corporation,4.3,149,Power,Bengaluru
PubMatic,3.4,149,IT Services & Consulting,Pune
Ansys Software Private Limited,4.1,149,IT Services & Consulting,Pune
HealthAsyst,3.6,149,IT Services & Consulting,Bengaluru
Velammal Educational Trust,3.6,149,Education & Training,Chennai
SEDER GROUP,4.1,149,Engineering & Construction,Bengaluru
STPL,3.7,149,IT Services & Consulting,Lucknow
Codilar Technologies,4.0,149,IT Services & Consulting,Bengaluru
APL Logistics,3.6,150,Logistics,Chennai
Zigly Pet Care,4.3,149,Retail,New Delhi
Bharuch Enviro Infrastructure,4.0,149,Real Estate,Ankleshwar
Wellknown Polyesters,3.5,149,Fashion & Textile,Vapi
ApplyBoard,2.5,149,Internet,Gurugram
EGDK India Pvt Ltd,3.8,149,Software Product,Mangaluru
Thar Worx,3.9,149,BPO,Bengaluru
Ideas 4 Transformation,3.0,149,IT Services & Consulting,Mumbai
OptiSol Business Solutions,3.5,149,IT Services & Consulting,Chennai
Karam Industries,3.9,149,Engineering & Construction,Lucknow
Digital Aptech,4.4,149,IT Services & Consulting,Kolkata
Nikhil Adhesives,4.0,149,Chemicals,Mumbai
Sterling Auxiliaries,3.2,149,Chemicals,Bharuch
STJ Electronics,3.3,149,Semiconductors,New Delhi
Peerless Biotech,4.4,148,Medical Equipment,Chennai
Axis Asset Management Company,3.7,148,Financial Services,Mumbai
Delta Technology,3.4,149,IT Services & Consulting,Hyderabad
Arch Pharmalabs,3.8,148,Pharma,Mumbai
Frugal Testing,4.6,148,IT Services & Consulting,Hyderabad
Solitaire World,4.2,148,Real Estate,Pune
Ewac Alloys,4.1,148,Industrial Machinery,Ankleshwar
First Step Babywear,4.0,148,Fashion & Textile,Hosur
Dealmoney Securities,2.9,148,Financial Services,Mumbai
Axis Asset Management Company,3.7,148,Financial Services,Mumbai
Brickwork India,3.4,148,Financial Services,Bengaluru
Toshiba Johnson Elevators,4.2,148,Industrial Machinery,Mumbai
ERA's Lucknow Medical College & Hospital,3.6,148,Education & Training,Lucknow
Eskag Pharma,3.0,148,Pharma,Kolkata
Enfusion,3.2,149,FinTech,Mumbai
Ojas Innovative Technologies,3.6,148,IT Services & Consulting,Hyderabad
Onicra Credit Rating Agency,3.2,148,FinTech,Noida
Ameyo,3.5,148,Software Product,Gurugram
rProcess Outsourcing Services,3.3,148,Analytics & KPO,Mysuru
Seashell Logistics,3.7,148,Logistics,Mumbai
Srei Sahaj e-Village,4.5,148,Retail,Kolkata
Delta Technology,3.4,149,IT Services & Consulting,Hyderabad
W3Softech India,4.1,148,IT Services & Consulting,Hyderabad
Chemveda Life Sciences,3.6,148,Clinical Research,Hyderabad
Archidply Industries,3.5,148,Furniture & Furnishing,New Delhi
Disposafe Health And Life Care,3.3,148,Medical Equipment,Faridabad
Aditya Vision,3.8,149,Retail,Patna
Dangote Cement,4.1,148,Building Material,Hyderabad
Privat Hospital,4.1,148,Healthcare,Bengaluru
Cogencis Information Services,3.2,148,IT Services & Consulting,Mumbai
Magna Steyr,3.9,148,Automobile,Pune
CommVault,3.7,148,Software Product,Bengaluru
Teletext Holidays,3.5,148,Travel & Tourism,Hyderabad
Prestige Estates Projects,4.5,148,Real Estate,Bengaluru
Factspan,3.3,148,IT Services & Consulting,Bengaluru
SKS Ispat & Power,3.3,148,Industrial Machinery,Raipur
MSG Global Solutions,4.2,148,IT Services & Consulting,Bengaluru
Luxor International,3.4,148,Retail,Noida
Sun Pharma Advanced Research Company,3.5,148,Pharma,Vadodara
Worldpay,4.0,148,FinTech,Pune
Revature,3.2,148,IT Services & Consulting,Chennai
FANUC,3.2,148,Industrial Automation,Bengaluru
Newtronic Lifecare Equipment,4.0,148,Pharma,Mumbai
Jsw Infrastructure,4.1,148,Engineering & Construction,Mumbai
Euronet Global Development Center,3.8,148,Financial Services,Mumbai
Komatsu,3.6,148,Industrial Machinery,Chennai
Dream11,4.2,148,Internet,Mumbai
WebFurther,3.2,148,IT Services & Consulting,Hyderabad
Aditya Birla Management Corporation,4.0,148,Management Consulting,Mumbai
Tarasafe International Private Limited,4.5,148,Kolkata +2 other locations,
TerraPay,3.2,148,FinTech,Bengaluru
Pennant Technologies,3.8,148,Software Product,Hyderabad
Interactive Brokers,3.3,148,Financial Services,Mumbai
CL Educate,3.5,148,Education & Training,New Delhi
Avon Cycles,3.7,148,Automobile,Ludhiana
Major Brands,4.1,148,Retail,Mumbai
GKB RX Lens,4.0,147,Medical Equipment,Gurugram
Brady Corporation,4.2,147,Printing & Publishing,Bengaluru
Bdh Industries,4.6,148,Pharma,Mumbai
Shipping Corporation of India,4.5,147,Logistics,Mumbai
Shreeji Infrastructure,3.7,147,Engineering & Construction,Bhopal
Yocket,3.3,147,Education & Training,Mumbai
Choice Equity Broking,3.2,147,Financial Services,Mumbai
Choice Equity Broking,3.2,147,Financial Services,Mumbai
Zeco Aircon,4.1,147,Industrial Machinery,New Delhi
Brady Corporation,4.2,147,Printing & Publishing,Bengaluru
GTN Engineering,4.2,147,Metals & Mining,Coimbatore
Omninos Solutions,4.2,147,Software Product,Sahibzada Ajit Singh Nagar
NewAge Software & Solutions,3.8,147,IT Services & Consulting,Chennai
Shipping Corporation of India,4.5,147,Logistics,Mumbai
Bijak,3.5,147,Internet,Gurugram
Akshayakalpa,3.8,147,Internet,Bengaluru
Yocket,3.3,147,Education & Training,Mumbai
Blue Jet Healthcare,3.8,147,Chemicals,Mumbai
NCDEX,3.4,147,Financial Services,Mumbai
Tanla Platforms,3.0,147,Telecom,Hyderabad
CBNITS,3.8,147,IT Services & Consulting,Kolkata
Hyundai Steel,3.9,147,Iron & Steel,Chennai
mPHATEK Systems,3.3,147,IT Services & Consulting,Pune
Freight Tiger,3.3,147,Logistics,Mumbai
Jio Payments Bank,3.6,147,FinTech,Mumbai
Mapro Foods,3.3,147,FMCG,Pune
ECE Industries,3.9,147,Electrical Equipment,Ghaziabad
Khatib & Alami,3.2,147,Engineering & Construction,Bengaluru
Spinks Softech,4.1,148,Auto Components,Chennai
GIC Housing Finance,3.6,147,NBFC,Mumbai
Alpha Corp,4.3,147,Real Estate,Gurugram
Yanfeng Automotive Interiors,3.7,147,Auto Components,Pune
L&T Power Transmission & Distribution,4.2,147,Power,Chennai
Loyal Textile Mills,3.8,147,Fashion & Textile,Chennai
Phreesia,2.5,147,Healthcare,Pune
Jodo,3.7,146,FinTech,Bengaluru
Tops Security,3.8,146,Law Enforcement & Security,Mumbai
Q Connect Corp,3.5,146,BPO,Hyderabad
Progcap,3.9,147,Financial Services,New Delhi
A.t.e. Enterprises,4.0,146,Industrial Machinery,Ahmedabad
Royal HaskoningDHV,4.4,146,Engineering & Construction,Chennai
Doctors for you,3.7,146,Non-Profit,New Delhi
Aero Club-Woodland Store,3.3,146,Fashion & Textile,New Delhi
Gesco Healthcare,3.7,146,Medical Equipment,Chennai
The Judge Group,3.2,146,Recruitment,Noida
Agastya International Foundation,3.5,146,Non-Profit,Bengaluru
Symbiosis International University,3.7,146,Education & Training,Pune
Byju's Future School,3.3,146,Bengaluru +25 other locations,
Chai Break,4.6,146,Kolkata +3 other locations,
REC Power Development and Consultancy,4.1,146,New Delhi +38 other locations,
Madhavbaug,3.9,146,Healthcare,Mumbai
CEC International,3.9,146,Engineering & Construction,New Delhi
Symbiosis International University,3.7,147,Education & Training,Pune
Agastya International Foundation,3.5,146,Non-Profit,Bengaluru
Jodo,3.7,146,FinTech,Bengaluru
Nutraj,3.6,146,Noida +11 other locations,
Q Connect Corp,3.5,146,BPO,Hyderabad
A.t.e. Enterprises,4.0,146,Industrial Machinery,Ahmedabad
Cummins Sales and Service,3.9,146,Auto Components,Noida
Madras Medical Mission,4.2,146,Healthcare,Chennai
Jamia Hamdard University,3.9,146,Education & Training,New Delhi
Aero Club-Woodland Store,3.3,146,Fashion & Textile,New Delhi
Doctors for you,3.7,146,Non-Profit,New Delhi
Daicel Chiral Technologies,4.2,148,Pharma,Hyderabad
Royal HaskoningDHV,4.4,146,Engineering & Construction,Chennai
ETV Network,4.1,146,Broadcasting,Hyderabad
Deduce Technologies,3.3,146,Bengaluru +10 other locations,
Marquistech,3.5,146,Noida +13 other locations,
Capital Finserve,4.4,146,NBFC,Salem
Web Synergies,3.1,146,IT Services & Consulting,Hyderabad
Mahesh Edible Oil Industries,3.6,146,FMCG,Agra
ESRI India Technologies,3.6,146,IT Services & Consulting,Noida
Sakal Media Group,3.5,146,Media & Entertainment,Pune
Ford Motor Credit Company,4.0,146,Financial Services,Chennai
Panoli Intermediates India,4.1,146,Chemicals,Vadodara
Dantal Hydraulics,4.1,146,Industrial Machinery,Gurugram
Vigour Mobile,3.7,146,Consumer Electronics & Appliances,Gurugram
Actis Technologies,4.2,146,IT Services & Consulting,Mumbai
Repos Energy,3.7,147,Internet,Pune
Kamlesh Kumar Singh Engineers,4.5,146,Engineering & Construction,Panipat
Redisolve Software,2.6,146,Software Product,Chennai
Accumax,3.9,146,Biotechnology,Ahmedabad
Kalpataru International,4.0,146,Engineering & Construction,Mumbai
YFC PROJECTS,3.6,145,Engineering & Construction,New Delhi
Digi Clarity Global Solutions,4.1,146,Analytics & KPO,Chennai
IDrive,3.7,146,Software Product,Bengaluru
Adhunik Metaliks,3.4,145,Metals & Mining,Rourkela
Vibatel Solutions,3.6,145,BPO,Hyderabad
Deoleo India Pvt Ltd,4.1,145,FMCG,Mumbai
Spocto X,3.4,146,Software Product,Mumbai
Bluecraft Agro,3.4,145,Food Processing,Yamunanagar
Reliance Group,4.1,145,Other,Mumbai
NLMK India,3.7,145,Metals & Mining,Chhatrapati Sambhajinagar
Sushima Pharmaceuticals,3.3,145,Pharma,Ghaziabad
IVL Dhunseri Petrochem Industries,3.7,145,Chemicals,Haldia
India Retails & Hospitality,4.4,145,Retail,New Delhi
Servify,3.5,146,Consumer Electronics & Appliances,Mumbai
Mankind Specialities,3.9,146,Pharma,Mumbai
MassMutual,3.6,146,Financial Services,Hyderabad
yellow.ai,3.0,145,Software Product,Bengaluru
Pramati Technologies,4.4,145,IT Services & Consulting,Hyderabad
B.L Agro Oils,4.1,146,Food Processing,Bareilly
S S Enterprises,3.9,148,Industrial Machinery,Mumbai
Neverskip,3.7,145,Education & Training,Chennai
